[91 88 40]
-0.6607  0.5481 -0.0915
-0.1281 -0.9662 -0.2049
 0.3913  0.5684  0.3733
 0.7913 -0.1879 -0.0260
 0.8266  0.1432  0.4372
 0.2854  0.1817  0.4848
 0.5624 -0.5668  0.9222
-0.5509  0.1514  0.1029
 0.3030  0.4711 -0.2845
-0.0647  0.9763 -0.1475
 0.4129 -0.5408 -0.8404
-0.9569  0.9904 -0.0876
 0.3069  0.5654 -0.0274
 0.6722 -0.3129 -0.0150
-0.5328 -0.3376 -0.2693
 0.0558  0.9039 -0.6387
-0.6831  0.0590  0.9100
-0.5440  0.6230 -0.0971
 0.4276  0.0096  0.3192
 0.8171 -0.0604  0.5513
-0.6184 -0.4000 -0.4593
-0.0469  0.9797 -0.8782
-0.7915 -0.3618  0.5162
 0.3061 -0.1843 -0.7437
 0.7277 -0.8164  0.4504
-0.8439 -0.4506  0.9389
 0.7094  0.8340  0.9783
 0.3045 -0.4365 -0.0979
-0.8507  0.0981 -0.5851
 0.0570  0.7139 -0.0756
-0.6194 -0.8198 -0.1757
-0.5515  0.8231 -0.8890
 0.0073  0.4954 -0.2552
 0.1384 -0.3740 -0.4141
-0.8637 -0.3077  0.9744
-0.7247  0.2750 -0.0192
 0.1589  0.2140 -0.4292
-0.6057 -0.1271 -0.1477
 0.4670  0.0411 -0.6260
-0.1057 -0.4421  0.8405
 0.9263  0.6021  0.6554
-0.5311  0.1569  0.0399
 0.6449  0.4042  0.1663
-0.0430 -0.2537  0.7535
-0.6268 -0.1264 -0.1511
 0.6591  0.3142 -0.2798
-0.1896 -0.3324 -0.1040
 0.1238  0.1351  0.8307
 0.3565 -0.5134  0.9242
 0.1715  0.7948 -0.5416
-0.1419  0.8560  0.2330
 0.7199 -0.2843  0.1060
 0.0993  0.4971  0.2148
 0.0094 -0.7827  0.0065
 0.2039  0.7047 -0.9896
 0.5755  0.3887  0.5559
-0.4673 -0.0792  0.6605
-0.1190 -0.8762  0.5277
 0.8779 -0.9726 -0.9000
-0.8365 -0.1804 -0.1322
-0.6568  0.1333  0.9070
-0.2877 -0.0068  0.9295
 0.9598 -0.5595  0.7570
-0.5510 -0.0497  0.7351
 0.8122  0.3136  0.7638
 0.4367 -0.5208  0.9559
-0.4701 -0.8685 -0.2672
-0.3467 -0.3609 -0.4935
-0.8942 -0.9414 -0.5264
 0.4598  0.4572  0.6346
 0.3387  0.8728  0.1795
 0.6410  0.2822  0.7836
 0.5216  0.5774 -0.2240
 0.4459 -0.3384  0.4843
-0.6340 -0.4849 -0.7537
-0.1845  0.2003  0.7214
-0.8704  0.4848  0.1015
-0.0585 -0.0367 -0.5817
 0.3324  0.2228  0.9615
-0.8401  0.2251  0.5449
-0.4392 -0.9775 -0.7630
-0.8898  0.4979  0.8671
-0.9237 -0.7270 -0.6383
 0.7262 -0.2683  0.1125
 0.6594  0.1901 -0.8943
 0.5153  0.4662  0.2308
-0.9238 -0.2504 -0.2443
 0.1748 -0.5572  0.2673
-0.5650 -0.8602  0.3334
 0.8003  0.9919  0.3411
 0.8659  0.1042  0.3828
-0.0327 -0.6554 -0.2493
 0.5648 -0.5261  0.5460
-0.8471 -0.4663 -0.7497
-0.2334  0.6419 -0.4774
-0.8257 -0.9252 -0.2322
 0.4065  0.6995  0.6245
-0.9433  0.2765  0.8716
 0.0236 -0.6589  0.2692
 0.3841  0.9541  0.5938
-0.1733  0.5331 -0.2594
 0.9262  0.0766 -0.2946
 0.5210  0.9646 -0.2372
 0.9578 -0.8376 -0.1991
-0.6502 -0.0342 -0.8390
-0.9475  0.1244 -0.1633
-0.5330 -0.8728 -0.9729
 0.5623  0.3342 -0.4427
-0.1847 -0.3475  0.7979
-0.1819  0.2947  0.4087
-0.8118 -0.2995  0.4108
-0.0814  0.2136 -0.5796
 0.0716 -0.1960 -0.3725
-0.2532 -0.9100 -0.7643
-0.9690 -0.2791  0.3964
 0.4519 -0.4828  0.6689
 0.0024 -0.0617 -0.6531
-0.6957 -0.0629 -0.4015
 0.1486  0.9234  0.8731
 0.4681  0.6087 -0.6086
-0.0005  0.5560  0.4996
-0.8864  0.4194 -0.9114
-0.6116  0.0010 -0.7727
 0.0540 -0.4722  0.2177
-0.0461  0.3877 -0.1493
-0.5996  0.7752  0.4572
 0.4463  0.2503 -0.8357
-0.1718 -0.7680 -0.7124
-0.7389  0.7742 -0.6288
-0.4243 -0.0679  0.6283
-0.3512  0.5633  0.0817
 0.7119  0.8661 -0.3069
 0.0835  0.7243 -0.8176
-0.8617  0.9869  0.2763
 0.5605 -0.3149 -0.0064
-0.2078  0.6630 -0.2274
 0.8509 -0.2166  0.2020
-0.3780 -0.4743  0.7740
 0.0402  0.2049  0.2158
 0.7161  0.0119  0.4533
 0.8219  0.7986  0.8111
 0.4169  0.9550  0.3655
 0.0428  0.5403  0.5607
-0.3159 -0.7529  0.1277
-0.5595 -0.3113 -0.9752
-0.9286 -0.5958  0.5696
 0.2886 -0.8132 -0.5754
 0.0585  0.2067 -0.9695
-0.3711 -0.4400  0.5961
 0.2244 -0.0060 -0.1774
 0.0783 -0.7714  0.0336
-0.7162 -0.2040 -0.3685
-0.4257 -0.3278  0.9224
 0.1012  0.7626 -0.2781
-0.1416  0.5050 -0.1837
 0.0744 -0.6387 -0.3263
-0.1632  0.1493 -0.6955
-0.4144  0.8198  0.5363
-0.8705  0.9882  0.2631
 0.9726  0.8888 -0.7238
 0.4406  0.9510 -0.7977
-0.1863 -0.5596  0.2228
-0.9121 -0.8508  0.8428
 0.3078  0.2329  0.3268
 0.9045 -0.4793 -0.3133
 0.3140 -0.8590 -0.3344
-0.1152 -0.1060  0.3985
-0.6001  0.6380  0.1957
 0.1280 -0.1550 -0.3990
-0.7451  0.1285  0.4997
-0.1048  0.7953 -0.3849
 0.2036 -0.6484 -0.9052
-0.9580 -0.4460 -0.2591
 0.7870 -0.6651  0.3521
 0.5740 -0.6828  0.3676
-0.3103  0.2975  0.4207
-0.0271  0.1515 -0.6583
